query,neighbor,distance,rank
c2_uuid_d60e0f4a.nc,c2_uuid_ec81d97e.nc,10.023494963100838,19
c2_uuid_dc364aad.nc,c2_uuid_c6fae318.nc,1.671958548330834,1
c2_uuid_dc364aad.nc,c2_uuid_735327ae.nc,2.6850088256660127,2
c2_uuid_dc364aad.nc,c2_uuid_aa20f8c4.nc,2.907429328004756,3
c2_uuid_dc364aad.nc,c2_uuid_4df18da4.nc,3.2553740695386524,4
c2_uuid_dc364aad.nc,c2_uuid_49511e7b.nc,3.8223801165978863,5
c2_uuid_dc364aad.nc,c2_uuid_aebda966.nc,4.468712955329706,6
c2_uuid_dc364aad.nc,c2_uuid_fca79975.nc,4.480821890089194,7
c2_uuid_dc364aad.nc,c2_uuid_eb59c68d.nc,4.581032966283435,8
c2_uuid_dc364aad.nc,c2_uuid_495c8cf2.nc,4.796889033112713,9
c2_uuid_dc364aad.nc,c2_uuid_4b4eea26.nc,4.920269016984227,10
c2_uuid_dc364aad.nc,c2_uuid_a8aaadc4.nc,4.943857873078363,11
c2_uuid_dc364aad.nc,c2_uuid_4c0d80da.nc,4.991213685792023,12
c2_uuid_dc364aad.nc,c2_uuid_fa40c633.nc,5.013498219992574,13
c2_uuid_dc364aad.nc,c2_uuid_d60e0f4a.nc,5.226456229459808,14
c2_uuid_dc364aad.nc,c2_uuid_80ab3494.nc,5.283734409834813,15
c2_uuid_dc364aad.nc,c2_uuid_f544906f.nc,5.3602964988068535,16
c2_uuid_dc364aad.nc,c2_uuid_ff53a69a.nc,5.969489092245779,17
c2_uuid_dc364aad.nc,c2_uuid_fbf4a196.nc,6.520845400403866,18
c2_uuid_dc364aad.nc,c2_uuid_ec81d97e.nc,11.232726284927283,19
c2_uuid_eb59c68d.nc,c2_uuid_495c8cf2.nc,1.477541366726873,1
c2_uuid_eb59c68d.nc,c2_uuid_80ab3494.nc,1.8094246276609693,2
c2_uuid_eb59c68d.nc,c2_uuid_4b4eea26.nc,1.9573920949942718,3
c2_uuid_eb59c68d.nc,c2_uuid_fa40c633.nc,2.302227017146755,4
